id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
72079,261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.5078032594987,13.3187072610443,Entire home/apt,80,3,37,2,349
73302,382638,Hardy,Tempelhof - Schöneberg,Schöneberg-Nord,52.5010543438954,13.3503208899025,Entire home/apt,69,3,200,1,178
74614,393047,Fatena,Pankow,Prenzlauer Berg Südwest,52.5376951267311,13.4085355233732,Entire home/apt,185,4,59,1,359
80843,437628,Oliver,Charlottenburg-Wilm.,Schmargendorf,52.480864127779,13.2899818577503,Entire home/apt,49,2,69,1,28
81049,249501,Elfie And  Paul,Mitte,Regierungsviertel,52.5218391780732,13.3906721604653,Entire home/apt,155,4,39,1,286
81081,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.5496809620105,13.4152779104666,Entire home/apt,66,3,238,1,69
82893,451311,Ruth,Mitte,Brunnenstr. Süd,52.5319996245031,13.3828475138615,Entire home/apt,70,3,71,3,225
83183,453109,Angela L.,Pankow,Prenzlauer Berg Süd,52.5367732257693,13.424468832801,Entire home/apt,53,2,197,2,249
83568,455670,Olaf,Pankow,Helmholtzplatz,52.544848667927,13.4189099047973,Entire home/apt,70,3,2,1,139
83614,456085,Louis,Pankow,Helmholtzplatz,52.5462199395873,13.4178574946053,Entire home/apt,92,1,265,2,323
85560,451311,Ruth,Mitte,Brunnenstr. Süd,52.5318150142535,13.3822989737091,Entire home/apt,75,3,47,3,328
86514,464827,Hayley,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498208254075,13.4417787880084,Private room,80,2,44,1,365
87549,81113,Carol,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4961555600219,13.37397436971,Private room,48,2,167,1,336
89102,485838,Michele,Pankow,Prenzlauer Berg Südwest,52.5405290575441,13.4099495978399,Entire home/apt,114,10,57,4,109
91290,382397,Josep,Neukölln,Reuterstraße,52.4900380550335,13.4261906412005,Entire home/apt,60,2,44,1,2
102882,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4887830131828,13.4219563183035,Entire home/apt,506,3,112,2,0
106290,542540,Bart,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4972711796702,13.4317677280918,Entire home/apt,50,1,154,1,315
106331,551159,Lauri,Pankow,Prenzlauer Berg Süd,52.5337031481909,13.4366990401857,Entire home/apt,82,60,91,2,319
107968,558933,Frank,Tempelhof - Schöneberg,Schöneberg-Nord,52.4985477693238,13.3429405032624,Entire home/apt,80,3,59,1,363
109658,565578,Miriam,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5242645702381,13.4520671778817,Entire home/apt,60,3,68,1,236
111579,570951,S. Kjel,Mitte,Alexanderplatz,52.5272011179571,13.4095282119564,Entire home/apt,70,4,114,2,194
114763,582007,Julia,Tempelhof - Schöneberg,Schöneberg-Süd,52.4880500336481,13.3532503797107,Entire home/apt,130,3,53,1,140
115576,584750,Axel,Pankow,Blankenfelde/Niederschönhausen,52.5815026899783,13.3978581755756,Entire home/apt,69,2,3,1,344
116832,590130,Oliver,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4909442015771,13.3961944296951,Entire home/apt,75,14,3,1,310
117649,594164,Ralph&Maria,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.5000436566381,13.4426489634684,Entire home/apt,68,60,84,1,266
121888,611847,Michel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5181771973299,13.4639957963859,Entire home/apt,125,7,5,1,0
125349,623521,Andre,Treptow - Köpenick,Friedrichshagen,52.4510523003046,13.6352831649371,Entire home/apt,70,2,26,1,340
127708,632174,Stéphanie,Mitte,Alexanderplatz,52.5196488039762,13.410989725181,Entire home/apt,89,2,443,5,295
128827,632971,Kai,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5094832168444,13.4611927328149,Entire home/apt,59,2,16,1,302
135097,662534,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.5008919726729,13.3469184787333,Entire home/apt,96,1,148,1,202
138955,677988,Pigi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4909747636809,13.3769101464811,Entire home/apt,75,2,191,1,0
139769,681637,Stefano,Mitte,Alexanderplatz,52.5281057309447,13.3919461634969,Private room,55,2,226,1,322
143605,696492,Gaston & Elena,Neukölln,Schillerpromenade,52.4767777748141,13.4243714942969,Entire home/apt,55,30,55,1,312
145249,703493,Evelyna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5181921931753,13.4612208779377,Private room,70,3,107,1,50
147946,712973,Jan,Pankow,Prenzlauer Berg Nordwest,52.5485493618229,13.4085167468443,Entire home/apt,31,183,39,1,324
149849,722460,George,Mitte,Alexanderplatz,52.5298171921792,13.4025980375083,Private room,40,2,47,1,84
151249,728298,Julia,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4967789359603,13.4167945043132,Entire home/apt,81,1,10,1,342
153015,735823,Marc,Pankow,Helmholtzplatz,52.5471455290422,13.4182538058297,Private room,52,3,127,1,341
155048,745571,Uli,Pankow,Prenzlauer Berg Nord,52.5425054851,13.4371932631014,Entire home/apt,100,180,4,1,282
156010,750165,Angela,Mitte,Alexanderplatz,52.5155351204516,13.4244674204625,Entire home/apt,36,90,95,1,1
157546,311245,François,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.495449170933,13.4244934054979,Entire home/apt,88,5,45,1,291
157839,671536,Nicole,Mitte,Moabit West,52.5308253749731,13.3422139648354,Private room,29,1,252,1,324
158890,762526,Stefan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4990345036111,13.4365368457478,Entire home/apt,100,10,3,1,325
159454,499725,Prasad,Charlottenburg-Wilm.,Wiesbadener Straße,52.4783122169229,13.31140194459,Entire home/apt,161,2,43,1,222
160517,768932,Sven,Reinickendorf,West 3,52.5965614888153,13.3021774712559,Entire home/apt,65,2,5,1,214
161425,772420,Niko,Pankow,Helmholtzplatz,52.5456676134107,13.4144691750645,Entire home/apt,70,2,103,1,42
163287,779623,Stefano,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4917915795528,13.3972706251235,Entire home/apt,29,150,71,2,359
163411,779213,Jutta,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4973797310771,13.4363749240877,Entire home/apt,80,5,12,1,253
167189,796727,Juan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5018854427702,13.4380144253291,Private room,49,3,374,1,5
168615,803717,Dirk,Pankow,Blankenburg/Heinersdorf/Märchenland,52.5805504989707,13.4453912194364,Entire home/apt,49,2,6,1,159
169603,808393,Oliver,Lichtenberg,Rummelsburger Bucht,52.4965570763461,13.4837936127915,Entire home/apt,59,1,28,2,16
169907,809715,Donna,Tempelhof - Schöneberg,Friedenau,52.4698127776622,13.3303684559543,Private room,30,1,13,1,0
170582,813767,Lena,Charlottenburg-Wilm.,Wiesbadener Straße,52.4674681752062,13.3137366648414,Private room,23,5,15,1,190
170652,814026,Frank,Mitte,Brunnenstr. Nord,52.5452986545075,13.3972893575961,Private room,40,5,5,1,362
170974,815530,Onkel,Neukölln,Neuköllner Mitte/Zentrum,52.4793888009748,13.4302096287559,Private room,35,7,48,1,89
171746,819384,Eva-Marion,Pankow,Helmholtzplatz,52.5441059025534,13.4140991628429,Entire home/apt,70,4,84,1,320
173153,826546,Wolfgang,Pankow,Prenzlauer Berg Südwest,52.5305485096506,13.4070167133555,Entire home/apt,80,2,33,1,0
174391,833209,Julija,Mitte,Alexanderplatz,52.5288562870405,13.3968414148647,Private room,42,1,1,1,0
174547,833995,Ilona,Mitte,Alexanderplatz,52.5110017738657,13.4159507199379,Entire home/apt,96,60,31,4,0
174560,833995,Ilona,Mitte,Alexanderplatz,52.5107277465748,13.4179060856194,Entire home/apt,75,60,56,4,280
174576,833995,Ilona,Mitte,Alexanderplatz,52.509399267526,13.4162288036222,Entire home/apt,96,60,41,4,364
174579,833995,Ilona,Mitte,Alexanderplatz,52.5090548551738,13.4155626853875,Entire home/apt,76,60,81,4,0
175667,839532,Christina,Tempelhof - Schöneberg,Schöneberg-Süd,52.4913780109319,13.3433149169608,Entire home/apt,46,60,8,2,309
176342,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5036314825616,13.3920104209091,Entire home/apt,296,1,18,3,331
176355,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5014759195289,13.3911068960905,Entire home/apt,244,1,17,3,333
176396,843558,Christine,Reinickendorf,Ost 2,52.5720283559374,13.3507908570272,Private room,20,1,11,1,0
176852,845790,Aaike,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4930026827533,13.4408896966588,Entire home/apt,50,3,1,1,1
177486,848965,Joscha,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.478938320034,13.3271576218078,Entire home/apt,59,2,39,1,96
178347,853446,Florian,Neukölln,Reuterstraße,52.4886541692828,13.4289557180771,Entire home/apt,75,2,71,1,243
179102,857327,Alke,Pankow,Pankow Zentrum,52.5686812824015,13.3996909537809,Entire home/apt,170,2,118,1,244
180440,864399,Roland & Sam,Charlottenburg-Wilm.,Neue Kantstraße,52.5006475693561,13.3016193995049,Entire home/apt,39,60,18,1,202
181160,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4917269556469,13.4210004198366,Private room,39,2,385,2,167
183206,98237,Damian,Mitte,Alexanderplatz,52.5273549190792,13.3898562713166,Entire home/apt,64,1,389,3,287
183918,882529,Ariane,Pankow,Pankow Süd,52.5576250068709,13.412937659068,Private room,35,15,15,1,0
183988,882801,Jennifer,Charlottenburg-Wilm.,Neue Kantstraße,52.5010276277548,13.3026974949152,Entire home/apt,100,2,350,1,272
183996,882841,Johannes,Pankow,Helmholtzplatz,52.5436282831585,13.4185358079024,Entire home/apt,375,2,36,3,224
185960,893191,Juliane,Neukölln,Reuterstraße,52.4835079318575,13.4355525229156,Private room,29,7,14,1,258
186851,898345,Susanne,Tempelhof - Schöneberg,Schöneberg-Nord,52.4928318568365,13.3487295635602,Entire home/apt,32,62,51,1,205
186908,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3805798649486,13.651156835203,Entire home/apt,45,2,2,4,86
186999,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3788676812242,13.6512314097271,Entire home/apt,120,3,7,4,86
187206,900521,Angelika-Maria,Mitte,Osloer Straße,52.5633446672036,13.3880215735809,Private room,25,2,224,1,322
187326,901252,Almuth,Steglitz - Zehlendorf,Drakestr.,52.4440941090479,13.2943420765025,Entire home/apt,59,3,63,1,130
188565,908562,Anis,Reinickendorf,West 1,52.5750256466064,13.2630649439535,Entire home/apt,86,1,4,4,87
188922,910884,Kristian,Pankow,Prenzlauer Berg Südwest,52.5304923852145,13.4147105780488,Entire home/apt,45,28,14,1,0
189288,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.5381432842613,13.4555278198317,Entire home/apt,100,3,63,2,325
189596,914711,Jon,Mitte,Brunnenstr. Süd,52.53046410409,13.3988934908626,Entire home/apt,80,4,79,1,0
190448,920085,Ursula,Neukölln,Buckow Nord,52.4414856833818,13.4619277567297,Entire home/apt,50,2,3,2,242
191023,923408,Anne,Mitte,Alexanderplatz,52.5117812631994,13.4075140941697,Private room,49,1,40,1,0
192050,929861,Mandy,Pankow,Pankow Süd,52.5724090019429,13.4218712797549,Entire home/apt,55,120,25,2,105
192052,929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.5294039073202,13.3932742028207,Entire home/apt,79,2,212,3,6
192103,929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.5295787111323,13.3917113407522,Entire home/apt,75,2,253,3,0
192499,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4936479305933,13.4211488828214,Private room,49,2,398,2,140
193625,939077,Rob,Mitte,Alexanderplatz,52.5276193091112,13.3888951011552,Private room,38,3,341,1,43
194374,943996,Monika,Lichtenberg,Karlshorst,52.4773901588172,13.5079369414972,Entire home/apt,65,3,33,6,328
194465,944530,Christian And Verónica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5204422637655,13.4449838857774,Private room,75,3,132,1,301
194546,944961,Veli,Mitte,Alexanderplatz,52.5060446901228,13.4179291788551,Entire home/apt,75,4,90,2,62
194694,945655,M,Lichtenberg,Alt-Lichtenberg,52.5124474332712,13.4921446969623,Private room,38,3,101,2,142
195467,889228,Jacqueline,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4942077093004,13.4687281771984,Private room,89,2,6,1,338
196149,954669,Martin,Mitte,Brunnenstr. Süd,52.5309244353732,13.4035723112479,Entire home/apt,74,2,301,1,66
196285,955509,Karsten,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4968982768966,13.4234797016117,Entire home/apt,50,3,92,3,0
197291,1311026,Volker,Pankow,Blankenburg/Heinersdorf/Märchenland,52.5808856964863,13.4437728400393,Entire home/apt,120,1,27,1,352
198584,969532,Wendy,Charlottenburg-Wilm.,Düsseldorfer Straße,52.498889160288,13.3238561921269,Private room,38,7,9,2,321
198896,971540,Jean-Baptiste,Tempelhof - Schöneberg,Schöneberg-Süd,52.4808799803706,13.3545025309868,Private room,25,1,10,1,0
200125,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4373699931961,13.2226564935524,Entire home/apt,89,4,0,1,55
201224,984036,Rene,Mitte,Tiergarten Süd,52.5044847886211,13.3590334481954,Entire home/apt,88,3,189,1,133
203634,998898,Dimitry,Pankow,Helmholtzplatz,52.5430102568019,13.4152506900823,Entire home/apt,125,4,110,1,97
204609,893138,Katja,Lichtenberg,Neu Lichtenberg,52.5052125544563,13.4785903928436,Private room,49,2,129,1,21
204617,1004934,Angelika,Charlottenburg-Wilm.,Neue Kantstraße,52.5051659150046,13.2946603001323,Entire home/apt,50,1,2,1,0
205296,1009105,Gisela,Neukölln,Rudow,52.4123499566682,13.5003140730563,Entire home/apt,100,5,0,1,282
206021,467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.5246416075125,13.2994943629457,Private room,35,3,5,1,316
206454,358915,Diana,Mitte,Brunnenstr. Süd,52.5320256322298,13.4009702218289,Entire home/apt,70,3,22,1,15
207740,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5004170147493,13.4357788383819,Entire home/apt,195,3,7,1,0
208495,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512749646369,13.4635792173606,Entire home/apt,150,2,0,1,0
209649,1033300,Thomas,Charlottenburg-Wilm.,Kantstraße,52.5107940554601,13.3021617037404,Private room,200,7,31,1,323
210734,1039350,Gosia,Mitte,Moabit West,52.5229757133339,13.3341570033906,Entire home/apt,165,3,245,1,295
212348,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5081145297586,13.463255814311,Private room,55,2,0,1,26
214491,1107206,Lalita,Mitte,Alexanderplatz,52.5207625967276,13.3819187090256,Private room,35,1,161,1,326
214518,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5199342474728,13.3005575479819,Private room,51,1,7,2,291
214784,1108996,Alexandra,Neukölln,Reuterstraße,52.4900443610127,13.4269672984114,Private room,35,2,189,1,64
214855,706845,Anna,Mitte,Tiergarten Süd,52.5018395650841,13.354646685641,Private room,45,3,195,1,129
220445,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.5247039907779,13.2995578390374,Entire home/apt,60,30,16,1,276
220808,1145078,Antonie,Steglitz - Zehlendorf,Ostpreußendamm,52.430104358855,13.3269312180359,Private room,45,2,29,1,328
221015,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.5406296774962,13.3514739441617,Entire home/apt,75,1,413,2,107
222784,1156924,Kelly,Mitte,Moabit West,52.529803443196,13.3403666912808,Entire home/apt,69,60,195,1,339
223622,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5150298964593,13.4438485220157,Entire home/apt,45,2,6,1,0
226925,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.3787808044993,13.6527872266961,Entire home/apt,50,2,2,4,113
227072,1093451,Julia,Mitte,Brunnenstr. Süd,52.5360108392922,13.4054352387301,Entire home/apt,110,5,29,1,3
228964,1195025,Behnam,Mitte,Alexanderplatz,52.5243768931899,13.4073596131203,Private room,95,1,19,2,355
229075,1195776,Cornelia Und Claudia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4943556338996,13.4291293861308,Entire home/apt,75,14,41,1,136
229099,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.4035489928403,13.5337311173731,Private room,30,1,200,1,311
229348,1195177,Annika,Mitte,Moabit Ost,52.5199205742559,13.3414926585633,Entire home/apt,65,5,51,2,311
229363,1195177,Annika,Mitte,Moabit Ost,52.5220722020581,13.3435266826855,Entire home/apt,65,4,35,2,276
229776,956350,Arne,Mitte,Alexanderplatz,52.5283379996517,13.4063374504951,Private room,46,3,106,1,236
230611,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.392687726133,13.3916325523178,Entire home/apt,65,60,7,1,104
230824,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5068408144336,13.47011758227,Private room,28,1,130,3,93
231220,1209193,Michael,Charlottenburg-Wilm.,Westend,52.511900277473,13.2847427758867,Entire home/apt,30,60,18,1,221
231598,1210839,Maria Teresa,Tempelhof - Schöneberg,Schöneberg-Nord,52.4917634859783,13.3514363024616,Entire home/apt,49,60,62,1,220
231853,1212435,Stefan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5018165944909,13.4292317612956,Entire home/apt,55,60,7,1,107
233083,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.5039721924204,13.295973011618,Entire home/apt,98,60,36,1,211
233453,1221935,Anne,Neukölln,Reuterstraße,52.4841709389485,13.4372821870188,Private room,32,2,30,1,251
233770,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.4758768598095,13.607608178539,Entire home/apt,55,2,15,1,345
235766,1235665,Mark,Mitte,Brunnenstr. Süd,52.5338817352945,13.4010508198174,Entire home/apt,39,120,42,1,359
236509,1240004,Georg,Mitte,Alexanderplatz,52.515788311803,13.4185493126555,Entire home/apt,82,90,39,2,244
236552,1240184,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497308494374,13.4298083826565,Private room,46,1,277,1,79
237038,253136,Peter,Mitte,Regierungsviertel,52.5110456843459,13.3814007370884,Private room,60,2,127,3,103
237359,1244725,Jutta,Reinickendorf,West 5,52.5879688450698,13.278397055605,Entire home/apt,60,5,3,1,212
237670,920085,Ursula,Neukölln,Buckow Nord,52.4414161006969,13.4607533052314,Entire home/apt,43,2,5,2,277
238275,1249583,Alexander,Mitte,Alexanderplatz,52.5246572500048,13.403457842597,Entire home/apt,85,8,7,1,307
238396,1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.5321411985643,13.4151939725994,Entire home/apt,60,3,373,2,91
238569,1250911,May,Pankow,Prenzlauer Berg Nordwest,52.5504905146012,13.4041589023853,Private room,58,4,80,1,271
